Date,Target_Date,Ticker,Asset,Role,Split,Target_Squared_Return,Historical_Variance_Forecast
2021-12-31,2022-01-03,WMT,Walmart,Stock,Validation,0.0007642618046083,1.5902319399769362
2022-01-03,2022-01-04,WMT,Walmart,Stock,Validation,3.4188396671367967,1.4789483482042445
2022-01-04,2022-01-05,WMT,Walmart,Stock,Validation,1.80379071260744,1.6223675131725348
2022-01-05,2022-01-06,WMT,Walmart,Stock,Validation,0.0774540554819749,1.6497499921513792
2022-01-06,2022-01-07,WMT,Walmart,Stock,Validation,0.902554964653147,1.647512846243664
2022-01-07,2022-01-10,WMT,Walmart,Stock,Validation,0.0374074679926381,1.5951173013265736
2022-01-10,2022-01-11,WMT,Walmart,Stock,Validation,0.0806236474363457,1.5398607783529337
2022-01-11,2022-01-12,WMT,Walmart,Stock,Validation,0.2792507437540943,1.4126541184916015
2022-01-12,2022-01-13,WMT,Walmart,Stock,Validation,1.9748747279284375,1.2790492233397974
2022-01-13,2022-01-14,WMT,Walmart,Stock,Validation,0.0796671809601998,1.332396420603661
2022-01-14,2022-01-18,WMT,Walmart,Stock,Validation,3.120496189488622,1.319826076112177
2022-01-18,2022-01-19,WMT,Walmart,Stock,Validation,0.982926010741514,1.334335118075584
2022-01-19,2022-01-20,WMT,Walmart,Stock,Validation,3.639567375085568,0.8225476321940327
2022-01-20,2022-01-21,WMT,Walmart,Stock,Validation,0.5358591942607783,1.026450465492531
2022-01-21,2022-01-24,WMT,Walmart,Stock,Validation,5.061840442188681e-05,1.0532523413498978
2022-01-24,2022-01-25,WMT,Walmart,Stock,Validation,4.837692481050244,1.0526256036255028
2022-01-25,2022-01-26,WMT,Walmart,Stock,Validation,1.0527459431746706,1.2854259096297331
2022-01-26,2022-01-27,WMT,Walmart,Stock,Validation,0.0043937002419861,1.272534067778893
2022-01-27,2022-01-28,WMT,Walmart,Stock,Validation,1.5109023436290494,1.1433995085303004
2022-01-28,2022-01-31,WMT,Walmart,Stock,Validation,2.7274128090685785,1.245263305930154
2022-01-31,2022-02-01,WMT,Walmart,Stock,Validation,0.6141953020905767,1.3957011276822175
2022-02-01,2022-02-02,WMT,Walmart,Stock,Validation,0.0018162842742399,1.3673884257020956
2022-02-02,2022-02-03,WMT,Walmart,Stock,Validation,0.0098722350661165,1.3672517520485004
2022-02-03,2022-02-04,WMT,Walmart,Stock,Validation,1.4027007014608113,1.2124645364459492
2022-02-04,2022-02-07,WMT,Walmart,Stock,Validation,0.976413953371525,1.16861005551795
2022-02-07,2022-02-08,WMT,Walmart,Stock,Validation,0.0004718669035333,1.201402576250337
2022-02-08,2022-02-09,WMT,Walmart,Stock,Validation,0.0473594340596867,1.1367809724749134
2022-02-09,2022-02-10,WMT,Walmart,Stock,Validation,1.3834591033640693,1.1367146052012163
2022-02-10,2022-02-11,WMT,Walmart,Stock,Validation,0.3054488253223929,1.179126195796159
2022-02-11,2022-02-14,WMT,Walmart,Stock,Validation,1.050517833585623,1.1797659055410012
2022-02-14,2022-02-15,WMT,Walmart,Stock,Validation,0.0980014448468559,1.0521324688609242
2022-02-15,2022-02-16,WMT,Walmart,Stock,Validation,0.3932377818929169,1.0755933010242489
2022-02-16,2022-02-17,WMT,Walmart,Stock,Validation,15.432351735217628,0.9776734351128541
2022-02-17,2022-02-18,WMT,Walmart,Stock,Validation,0.4133444607985325,1.7707316958297887
2022-02-18,2022-02-22,WMT,Walmart,Stock,Validation,1.2595371985129793,1.62716577052105
2022-02-22,2022-02-23,WMT,Walmart,Stock,Validation,1.0636124924129935,1.6586870668741838
2022-02-23,2022-02-24,WMT,Walmart,Stock,Validation,0.1488308310980591,1.6959264187472267
2022-02-24,2022-02-25,WMT,Walmart,Stock,Validation,1.865371813828086,1.4859736242097352
2022-02-25,2022-02-28,WMT,Walmart,Stock,Validation,0.8074538623212411,1.5349521378497235
2022-02-28,2022-03-01,WMT,Walmart,Stock,Validation,0.3748160247309372,1.5750159913564392
2022-03-01,2022-03-02,WMT,Walmart,Stock,Validation,0.0156034421566213,1.5158310067132243
2022-03-02,2022-03-03,WMT,Walmart,Stock,Validation,5.165360737321275,1.3665588598464715
2022-03-03,2022-03-04,WMT,Walmart,Stock,Validation,6.2636140059422685,1.607595469199333
2022-03-04,2022-03-07,WMT,Walmart,Stock,Validation,0.6536875036916531,1.9192753846230926
2022-03-07,2022-03-08,WMT,Walmart,Stock,Validation,4.367547582046227,1.9555085978388287
2022-03-08,2022-03-09,WMT,Walmart,Stock,Validation,0.2679672273931512,2.1038732863903538
2022-03-09,2022-03-10,WMT,Walmart,Stock,Validation,5.051592115757157,2.066095362182851
2022-03-10,2022-03-11,WMT,Walmart,Stock,Validation,0.1547583603063321,2.2953929577377274
2022-03-11,2022-03-14,WMT,Walmart,Stock,Validation,1.9156423242009164,2.303457539997943
2022-03-14,2022-03-15,WMT,Walmart,Stock,Validation,1.425182478587843,2.276281135448737
2022-03-15,2022-03-16,WMT,Walmart,Stock,Validation,0.0872619806660231,2.2776693439086246
2022-03-16,2022-03-17,WMT,Walmart,Stock,Validation,0.0230549854790088,2.202398620719884
2022-03-17,2022-03-18,WMT,Walmart,Stock,Validation,0.0876592969463553,2.204859683157675
2022-03-18,2022-03-21,WMT,Walmart,Stock,Validation,0.6979221374299311,2.1523547282602924
2022-03-21,2022-03-22,WMT,Walmart,Stock,Validation,0.0891584889450309,1.564169869366167
2022-03-22,2022-03-23,WMT,Walmart,Stock,Validation,1.676688915607119,1.5408476744722237
2022-03-23,2022-03-24,WMT,Walmart,Stock,Validation,0.3819807773413824,1.5653408917374154
2022-03-24,2022-03-25,WMT,Walmart,Stock,Validation,0.1876039824018117,1.4907136983612508
2022-03-25,2022-03-28,WMT,Walmart,Stock,Validation,3.1046995626467573,1.4677085317357352
2022-03-28,2022-03-29,WMT,Walmart,Stock,Validation,0.7037993387437186,1.516459602755373
2022-03-29,2022-03-30,WMT,Walmart,Stock,Validation,3.158594727035707,1.4444990677212455
2022-03-30,2022-03-31,WMT,Walmart,Stock,Validation,0.4043746786875924,1.5308615039079645
2022-03-31,2022-04-01,WMT,Walmart,Stock,Validation,1.9423511597766632,1.5855306653564862
2022-04-01,2022-04-04,WMT,Walmart,Stock,Validation,0.0003946109588531,1.461653857420918
2022-04-04,2022-04-05,WMT,Walmart,Stock,Validation,0.0808138030013284,1.2338960831827532
2022-04-05,2022-04-06,WMT,Walmart,Stock,Validation,5.277552948464992,1.17128041769254
2022-04-06,2022-04-07,WMT,Walmart,Stock,Validation,0.9902326429916932,1.0231535467138038
2022-04-07,2022-04-08,WMT,Walmart,Stock,Validation,0.3071709125709457,1.0326646287996488
2022-04-08,2022-04-11,WMT,Walmart,Stock,Validation,4.007948421651696,0.8848900504322044
2022-04-11,2022-04-12,WMT,Walmart,Stock,Validation,0.4752366426875088,1.1498728719654256
2022-04-12,2022-04-13,WMT,Walmart,Stock,Validation,6.607855333929642,1.1528984506979143
2022-04-13,2022-04-14,WMT,Walmart,Stock,Validation,0.0079360055902706,1.3644853637512104
2022-04-14,2022-04-18,WMT,Walmart,Stock,Validation,0.5880829552168041,1.3526162202467398
2022-04-18,2022-04-19,WMT,Walmart,Stock,Validation,1.2748475789210885,1.4144997278218423
2022-04-19,2022-04-20,WMT,Walmart,Stock,Validation,1.557808969782347,1.4435337902098337
2022-04-20,2022-04-21,WMT,Walmart,Stock,Validation,0.0225740200872006,1.3962100954887355
2022-04-21,2022-04-22,WMT,Walmart,Stock,Validation,3.612763289603017,1.3707180850458727
2022-04-22,2022-04-25,WMT,Walmart,Stock,Validation,0.0025986046722228,1.4972112086061824
2022-04-25,2022-04-26,WMT,Walmart,Stock,Validation,1.1035020589200584,1.5044471235481915
2022-04-26,2022-04-27,WMT,Walmart,Stock,Validation,0.4690970078176756,1.611557759224444
2022-04-27,2022-04-28,WMT,Walmart,Stock,Validation,1.6107997943498855,1.558006558668153
2022-04-28,2022-04-29,WMT,Walmart,Stock,Validation,4.338415011546182,1.5916673636023333
2022-04-29,2022-05-02,WMT,Walmart,Stock,Validation,0.4387209359633258,1.724009845479755
2022-05-02,2022-05-03,WMT,Walmart,Stock,Validation,0.1211765237269872,1.7259850614116488
2022-05-03,2022-05-04,WMT,Walmart,Stock,Validation,1.888021394610658,1.6424504118380774
