Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Ticker,Asset
2010-06-29,11.774023056030273,16.299999237060547,0.0,16.420000076293945,16.143333435058594,16.389999389648438,0.0,61052400,WMT,Walmart
2010-06-30,11.574174880981445,16.023332595825195,0.0,16.323333740234375,16.003332138061523,16.31999969482422,0.0,55166400,WMT,Walmart
2010-07-01,11.63918399810791,16.113332748413086,0.0,16.136667251586914,15.923333168029785,16.03333282470703,0.0,54343200,WMT,Walmart
2010-07-02,11.55732250213623,16.0,0.0,16.14666748046875,15.946666717529297,16.14666748046875,0.0,40743900,WMT,Walmart
2010-07-06,11.69456672668457,16.190000534057617,0.0,16.479999542236328,16.086666107177734,16.446666717529297,0.0,54676800,WMT,Walmart
2010-07-07,11.778840065002441,16.30666732788086,0.0,16.323333740234375,16.053333282470703,16.219999313354492,0.0,48528600,WMT,Walmart
2010-07-08,11.841443061828613,16.393333435058594,0.0,16.440000534057617,16.26333236694336,16.440000534057617,0.0,37950000,WMT,Walmart
2010-07-09,11.901636123657227,16.476667404174805,0.0,16.516666412353516,16.383333206176758,16.416667938232422,0.0,34821600,WMT,Walmart
2010-07-12,12.067769050598145,16.706666946411133,0.0,16.77666664123535,16.559999465942383,16.593332290649414,0.0,40322700,WMT,Walmart
2010-07-13,12.168898582458496,16.84666633605957,0.0,16.89666748046875,16.700000762939453,16.78333282470703,0.0,39659400,WMT,Walmart
2010-07-14,12.123151779174805,16.78333282470703,0.0,16.786666870117188,16.68000030517578,16.683332443237305,0.0,32124900,WMT,Walmart
2010-07-15,12.13759994506836,16.803333282470703,0.0,16.81333351135254,16.636667251586914,16.780000686645508,0.0,36766800,WMT,Walmart
2010-07-16,11.959421157836914,16.55666732788086,0.0,16.77666664123535,16.50666618347168,16.71666717529297,0.0,47766600,WMT,Walmart
2010-07-19,11.92330551147461,16.50666618347168,0.0,16.60333251953125,16.363332748413086,16.573333740234375,0.0,35688000,WMT,Walmart
2010-07-20,12.250762939453125,16.959999084472656,0.0,17.010000228881836,16.420000076293945,16.420000076293945,0.0,48851700,WMT,Walmart
2010-07-21,12.123151779174805,16.78333282470703,0.0,17.0,16.703332901000977,17.0,0.0,36933300,WMT,Walmart
2010-07-22,12.245945930480957,16.953332901000977,0.0,17.030000686645508,16.836666107177734,16.850000381469727,0.0,35952600,WMT,Walmart
2010-07-23,12.440977096557617,17.22333335876465,0.0,17.270000457763672,16.96666717529297,16.969999313354492,0.0,39139200,WMT,Walmart
2010-07-26,12.310957908630371,17.043333053588867,0.0,17.22333335876465,16.969999313354492,17.22333335876465,0.0,42336300,WMT,Walmart
2010-07-27,12.270024299621582,16.98666763305664,0.0,17.100000381469727,16.886667251586914,16.933332443237305,0.0,36885600,WMT,Walmart
2010-07-28,12.310957908630371,17.043333053588867,0.0,17.1299991607666,16.933332443237305,16.933332443237305,0.0,27985500,WMT,Walmart
2010-07-29,12.29410457611084,17.020000457763672,0.0,17.260000228881836,16.933332443237305,17.07666778564453,0.0,28891500,WMT,Walmart
2010-07-30,12.325401306152344,17.06333351135254,0.0,17.083332061767578,16.833332061767578,16.8700008392334,0.0,40654200,WMT,Walmart
2010-08-02,12.378373146057129,17.136667251586914,0.0,17.233333587646484,16.983333587646484,17.183332443237305,0.0,41583000,WMT,Walmart
2010-08-03,12.349479675292969,17.09666633605957,0.0,17.21666717529297,17.010000228881836,17.083332061767578,0.0,32005800,WMT,Walmart
2010-08-04,12.424121856689453,17.200000762939453,0.0,17.23666763305664,17.003332138061523,17.01333236694336,0.0,24206700,WMT,Walmart
2010-08-05,12.42894172668457,17.206666946411133,0.0,17.22333335876465,17.073333740234375,17.213333129882812,0.0,22317000,WMT,Walmart
2010-08-06,12.469865798950195,17.26333236694336,0.0,17.26333236694336,17.036666870117188,17.139999389648438,0.0,24810900,WMT,Walmart
2010-08-09,12.534880638122559,17.35333251953125,0.0,17.446666717529297,17.266666412353516,17.27666664123535,0.0,24796200,WMT,Walmart
2010-08-10,12.573408126831055,17.406667709350586,0.0,17.49333381652832,17.229999542236328,17.303333282470703,0.0,26537400,WMT,Walmart
2010-08-11,12.356164932250977,17.00666618347168,0.101,17.206666946411133,16.99333381652832,17.206666946411133,0.0,33918900,WMT,Walmart
2010-08-12,12.213276863098145,16.809999465942383,0.0,16.926666259765625,16.670000076293945,16.85333251953125,0.0,38390700,WMT,Walmart
2010-08-13,12.20601749420166,16.799999237060547,0.0,16.913333892822266,16.666667938232422,16.77666664123535,0.0,30285900,WMT,Walmart
2010-08-16,12.2084379196167,16.803333282470703,0.0,16.856666564941406,16.68666648864746,16.72333335876465,0.0,28946100,WMT,Walmart
2010-08-17,12.356164932250977,17.00666618347168,0.0,17.206666946411133,16.886667251586914,16.93000030517578,0.0,48946500,WMT,Walmart
2010-08-18,12.317416191101074,16.953332901000977,0.0,17.106666564941406,16.873332977294922,17.0,0.0,47235000,WMT,Walmart
2010-08-19,12.123677253723145,16.68666648864746,0.0,16.98666763305664,16.666667938232422,16.899999618530273,0.0,46902300,WMT,Walmart
2010-08-20,12.162421226501465,16.739999771118164,0.0,16.823333740234375,16.676666259765625,16.72333335876465,0.0,35105100,WMT,Walmart
2010-08-23,12.385231018066406,17.046667098999023,0.0,17.166667938232422,16.796667098999023,16.856666564941406,0.0,43973400,WMT,Walmart
2010-08-24,12.423979759216309,17.100000381469727,0.0,17.239999771118164,16.866666793823242,16.889999389648438,0.0,50102400,WMT,Walmart
2010-08-25,12.484521865844727,17.183332443237305,0.0,17.26333236694336,17.030000686645508,17.083332061767578,0.0,44527200,WMT,Walmart
2010-08-26,12.344056129455566,16.989999771118164,0.0,17.206666946411133,16.916667938232422,17.206666946411133,0.0,35696100,WMT,Walmart
2010-08-27,12.351327896118164,17.0,0.0,17.083332061767578,16.906667709350586,17.00666618347168,0.0,35805000,WMT,Walmart
2010-08-30,12.242341041564941,16.850000381469727,0.0,17.083332061767578,16.843332290649414,17.00666618347168,0.0,25507500,WMT,Walmart
2010-08-31,12.143047332763672,16.713333129882812,0.0,17.03333282470703,16.706666946411133,16.836666107177734,0.0,76078200,WMT,Walmart
2010-09-01,12.399764060974121,17.066667556762695,0.0,17.143333435058594,16.81999969482422,16.829999923706055,0.0,40294500,WMT,Walmart
2010-09-02,12.535379409790039,17.253332138061523,0.0,17.270000457763672,17.040000915527344,17.040000915527344,0.0,33618300,WMT,Walmart
2010-09-03,12.603193283081055,17.34666633605957,0.0,17.363332748413086,17.183332443237305,17.286666870117188,0.0,28839300,WMT,Walmart
2010-09-07,12.559601783752441,17.286666870117188,0.0,17.520000457763672,17.280000686645508,17.356666564941406,0.0,31751400,WMT,Walmart
2010-09-08,12.552337646484375,17.27666664123535,0.0,17.32666778564453,17.17333221435547,17.296667098999023,0.0,26880000,WMT,Walmart
2010-09-09,12.571712493896484,17.303333282470703,0.0,17.366666793823242,17.280000686645508,17.35333251953125,0.0,21869100,WMT,Walmart
2010-09-10,12.5862455368042,17.323333740234375,0.0,17.356666564941406,17.239999771118164,17.299999237060547,0.0,24481200,WMT,Walmart
2010-09-13,12.644367218017578,17.40333366394043,0.0,17.489999771118164,17.336666107177734,17.416667938232422,0.0,23604000,WMT,Walmart
2010-09-14,12.75334644317627,17.553333282470703,0.0,17.676666259765625,17.383333206176758,17.386667251586914,0.0,33604200,WMT,Walmart
2010-09-15,12.801785469055176,17.6200008392334,0.0,17.700000762939453,17.469999313354492,17.489999771118164,0.0,30594300,WMT,Walmart
2010-09-16,12.872017860412598,17.71666717529297,0.0,17.760000228881836,17.516666412353516,17.553333282470703,0.0,32228100,WMT,Walmart
2010-09-17,12.838109016418457,17.670000076293945,0.0,17.77666664123535,17.626667022705078,17.72333335876465,0.0,62399400,WMT,Walmart
2010-09-20,12.966469764709473,17.84666633605957,0.0,17.889999389648438,17.696666717529297,17.700000762939453,0.0,27780300,WMT,Walmart
2010-09-21,12.973734855651855,17.856666564941406,0.0,17.98666763305664,17.773332595825195,17.84000015258789,0.0,28275300,WMT,Walmart
2010-09-22,13.034278869628906,17.940000534057617,0.0,18.0,17.816667556762695,17.84000015258789,0.0,29730000,WMT,Walmart
2010-09-23,12.993111610412598,17.883333206176758,0.0,17.97333335876465,17.843332290649414,17.90999984741211,0.0,21873600,WMT,Walmart
2010-09-24,13.097249031066895,18.02666664123535,0.0,18.1299991607666,17.946666717529297,17.983333587646484,0.0,29305200,WMT,Walmart
2010-09-27,12.95194149017334,17.82666778564453,0.0,18.003332138061523,17.823333740234375,17.969999313354492,0.0,25986600,WMT,Walmart
2010-09-28,13.034278869628906,17.940000534057617,0.0,17.996667861938477,17.683332443237305,17.843332290649414,0.0,33441900,WMT,Walmart
2010-09-29,12.920452117919922,17.78333282470703,0.0,17.93666648864746,17.703332901000977,17.933332443237305,0.0,29592300,WMT,Walmart
2010-09-30,12.961625099182129,17.84000015258789,0.0,17.996667861938477,17.713333129882812,17.843332290649414,0.0,32703000,WMT,Walmart
2010-10-01,12.922869682312012,17.786666870117188,0.0,17.873332977294922,17.733333587646484,17.866666793823242,0.0,24688200,WMT,Walmart
2010-10-04,12.973734855651855,17.856666564941406,0.0,17.899999618530273,17.713333129882812,17.780000686645508,0.0,21427500,WMT,Walmart
2010-10-05,13.07787036895752,18.0,0.0,18.083332061767578,17.94333267211914,17.979999542236328,0.0,30648000,WMT,Walmart
2010-10-06,13.21348762512207,18.18666648864746,0.0,18.209999084472656,17.96666717529297,17.97333335876465,0.0,31241400,WMT,Walmart
2010-10-07,13.165054321289062,18.1200008392334,0.0,18.273332595825195,18.01333236694336,18.219999313354492,0.0,23309400,WMT,Walmart
2010-10-08,13.177166938781738,18.136667251586914,0.0,18.196666717529297,18.00666618347168,18.116666793823242,0.0,26380800,WMT,Walmart
2010-10-11,13.225601196289062,18.203332901000977,0.0,18.246667861938477,18.143333435058594,18.17333221435547,0.0,21111900,WMT,Walmart
