Date,Target_Date,Ticker,Asset,Role,Split,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag21,Squared_Return_Lag1,Squared_Return_Lag2,Squared_Return_Lag3,Squared_Return_Lag5,Squared_Return_Lag10,Squared_Return_Lag21,Rolling_Vol_5,Rolling_Vol_10,Rolling_Vol_21,Rolling_Vol_63,Target_Squared_Return
2010-09-28,2010-09-29,TSLA,Tesla,Stock,Train,4.150365884365805,2.1167639346159755,2.723316000951032,-4.429861594322746,3.9912257788235177,0.8592882565097255,17.225536974107552,4.480689554890906,7.416450041035922,19.623673744855665,15.929883217545395,0.7383763077755239,3.5154376748860963,3.658456137899972,3.016913000050859,4.646326927165071,7.151117288376753
2010-09-29,2010-09-30,TSLA,Tesla,Stock,Train,2.674157304344072,4.150365884365805,2.1167639346159755,-1.5724610817731268,-4.847148595401555,-1.982277128451648,7.151117288376753,17.225536974107552,4.480689554890906,2.472633853691112,23.49484950590327,3.929422613982511,2.143371264555428,3.5253591278670533,3.056636175821351,4.660147185835898,54.91921045124781
2010-09-30,2010-10-01,TSLA,Tesla,Stock,Train,-7.410749655146084,2.674157304344072,4.150365884365805,2.723316000951032,-3.449430795979603,4.859410883293745,54.91921045124781,7.151117288376753,17.225536974107552,7.416450041035922,11.89857281625248,23.613874132673697,4.679047724759056,3.98079512897601,3.476094360396127,4.639888902127278,0.8585137834691225
2010-10-01,2010-10-04,TSLA,Tesla,Stock,Train,0.9265601888000168,-7.410749655146084,2.674157304344072,2.1167639346159755,4.020862065768829,2.939290962049321,0.8585137834691225,54.91921045124781,7.151117288376753,4.480689554890906,16.16733175193877,8.639431359584822,4.566935577411426,3.828391582961937,3.316018334886866,4.316689131219442,3.51752996190747
2010-10-04,2010-10-05,TSLA,Tesla,Stock,Train,1.8755079210463148,0.9265601888000168,-7.410749655146084,4.150365884365805,-1.3865631225686788,-0.047525191963452,3.51752996190747,0.8585137834691225,54.91921045124781,17.225536974107552,1.9225572928674048,0.0022586438711629,4.5466998367325315,3.6450396496744664,3.2773297393193057,3.682102764815785,0.3812516235547306
2010-10-05,2010-10-06,TSLA,Tesla,Stock,Train,0.6174557664762154,1.8755079210463148,0.9265601888000168,2.674157304344072,-4.429861594322746,-2.452630393174026,0.3812516235547306,3.51752996190747,0.8585137834691225,7.151117288376753,19.623673744855665,6.015395845520977,4.0767845551139406,3.617355770085519,3.2802197135780586,3.6697091884652635,10.079812320386932
2010-10-06,2010-10-07,TSLA,Tesla,Stock,Train,-3.174872016379075,0.6174557664762154,1.8755079210463148,-7.410749655146084,-1.5724610817731268,1.7374907651469798,10.079812320386932,0.3812516235547306,3.51752996190747,54.91921045124781,2.472633853691112,3.018874158971037,3.8563495244364345,3.4584288719165204,3.3110364082909727,3.488671378791783,0.0215306562974706
2010-10-07,2010-10-08,TSLA,Tesla,Stock,Train,-0.146733282855222,-3.174872016379075,0.6174557664762154,0.9265601888000168,2.723316000951032,-0.9131993769594804,0.0215306562974706,10.079812320386932,0.3812516235547306,0.8585137834691225,7.416450041035922,0.8339331020791831,1.927220844640532,3.4019251193837845,3.286508867327687,3.488215940785024,0.0
2010-10-08,2010-10-11,TSLA,Tesla,Stock,Train,0.0,-0.146733282855222,-3.174872016379075,1.8755079210463148,2.1167639346159755,-2.6420327465234803,0.0,0.0215306562974706,10.079812320386932,3.51752996190747,4.480689554890906,6.980337033702405,1.8616387389887492,3.3060551468328843,3.2813638813472137,3.4761035477747364,0.8730599238389914
2010-10-11,2010-10-12,TSLA,Tesla,Stock,Train,-0.9343767569021564,0.0,-0.146733282855222,0.6174557664762154,4.150365884365805,2.6902602861424643,0.8730599238389914,0.0,0.0215306562974706,0.3812516235547306,17.225536974107552,7.237500407195333,1.4754558458293767,3.2459403674764666,3.235136977591603,3.3957359954200115,0.0
2010-10-12,2010-10-13,TSLA,Tesla,Stock,Train,0.0,-0.9343767569021564,0.0,-3.174872016379075,2.674157304344072,1.9121282041197964,0.0,0.8730599238389914,0.0,10.079812320386932,7.151117288376753,3.656234268990398,1.3557033458773569,2.8808975605105265,3.176702981145071,3.2041225096557366,2.1648264592005653
2010-10-13,2010-10-14,TSLA,Tesla,Stock,Train,1.4713349242101763,0.0,-0.9343767569021564,-0.146733282855222,-7.410749655146084,3.9912257788235177,2.1648264592005653,0.0,0.8730599238389914,0.0215306562974706,54.91921045124781,15.929883217545395,0.870195660074175,2.7532705765575898,3.164093715125043,3.2091538825723243,1.034695902106652
2010-10-14,2010-10-15,TSLA,Tesla,Stock,Train,1.0172000305282398,1.4713349242101763,0.0,0.0,0.9265601888000168,-4.847148595401555,1.034695902106652,2.1648264592005653,0.0,0.0,0.8585137834691225,23.49484950590327,0.9472988895229696,1.4398412282739728,3.034177698551684,3.177571392138812,1.034695902106642
2010-10-15,2010-10-18,TSLA,Tesla,Stock,Train,-1.017200030528235,1.0172000305282398,1.4713349242101763,-0.9343767569021564,1.8755079210463148,-3.449430795979603,1.034695902106642,1.034695902106652,2.1648264592005653,0.8730599238389914,3.51752996190747,11.89857281625248,1.1235672401513206,1.4567427450089394,2.8554031984743546,3.086738519065277,2.3125482002341715
2010-10-18,2010-10-19,TSLA,Tesla,Stock,Train,-1.520706480631345,-1.017200030528235,1.0172000305282398,0.0,0.6174557664762154,4.020862065768829,2.3125482002341715,1.034695902106642,1.034695902106652,0.0,0.3812516235547306,16.16733175193877,1.2792848542771145,1.3557434178508467,2.7718014510974163,2.9387675605147603,0.7987993984924573
2010-10-19,2010-10-20,TSLA,Tesla,Stock,Train,-0.8937557823546974,-1.520706480631345,-1.017200030528235,1.4713349242101763,-3.174872016379075,-1.3865631225686788,0.7987993984924573,2.3125482002341715,1.034695902106642,2.1648264592005653,10.079812320386932,1.9225572928674048,1.3386250433477567,1.3172739069186037,2.6185775543371714,2.9405054331629814,8.69437084980951
2010-10-20,2010-10-21,TSLA,Tesla,Stock,Train,2.948621856021811,-0.8937557823546974,-1.520706480631345,1.0172000305282398,-0.146733282855222,-4.429861594322746,8.69437084980951,0.7987993984924573,2.3125482002341715,1.034695902106652,0.0215306562974706,19.623673744855665,1.858631550266414,1.368254306522827,2.692999806478663,2.924926168468834,0.2333280642529192
2010-10-21,2010-10-22,TSLA,Tesla,Stock,Train,0.4830404374924725,2.948621856021811,-0.8937557823546974,-1.017200030528235,0.0,-1.5724610817731268,0.2333280642529192,8.69437084980951,0.7987993984924573,1.034695902106642,0.0,2.472633853691112,1.8078815236967016,1.3705142558605035,2.497762651429854,2.9202143308658566,0.0209326214847826
2010-10-22,2010-10-25,TSLA,Tesla,Stock,Train,-0.1446811027217536,0.4830404374924725,2.948621856021811,-1.520706480631345,-0.9343767569021564,2.723316000951032,0.0209326214847826,0.2333280642529192,8.69437084980951,2.3125482002341715,0.8730599238389914,7.416450041035922,1.7253783120230222,1.3730984731766946,2.4661541815645616,2.913343043932196,0.3912210490901495
2010-10-25,2010-10-26,TSLA,Tesla,Stock,Train,0.625476657510214,-0.1446811027217536,0.4830404374924725,-0.8937557823546974,0.0,2.1167639346159755,0.3912210490901495,0.0209326214847826,0.2333280642529192,0.7987993984924573,0.0,4.480689554890906,1.441885878852583,1.3251300179100756,2.4036908719591428,2.904085085802375,5.840000775265946
