Date,Target_Date,Ticker,Asset,Role,Split,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag21,Squared_Return_Lag1,Squared_Return_Lag2,Squared_Return_Lag3,Squared_Return_Lag5,Squared_Return_Lag10,Squared_Return_Lag21,Rolling_Vol_5,Rolling_Vol_10,Rolling_Vol_21,Rolling_Vol_63,Target_Squared_Return
2010-09-28,2010-09-29,XOM,Exxon Mobil,Stock,Train,0.5656059022239133,-0.0648249002733832,0.9764405644815436,-0.1463375237435343,-0.0163789868959696,-1.3468384033357028,0.3199100366305269,0.004202267695454,0.9534361759650356,0.0214146708553894,0.0002682712117383,1.8139736846998653,0.59094989531318,0.5708157531484448,0.8880356517926701,1.09602214399914,0.5779357382163789
2010-09-29,2010-09-30,XOM,Exxon Mobil,Stock,Train,-0.7602208483173681,0.5656059022239133,-0.0648249002733832,-0.4894233255813704,-0.0491984288877288,0.1862702932411486,0.5779357382163789,0.3199100366305269,0.004202267695454,0.2395351916231281,0.0024204854050209,0.0346966221441435,0.7219177785960238,0.6419305697686304,0.8459454150663541,1.0999260378836437,0.1050986233804871
2010-09-30,2010-10-01,XOM,Exxon Mobil,Stock,Train,0.3241891783827572,-0.7602208483173681,0.5656059022239133,0.9764405644815436,-0.3120813493949523,2.999699353629573,0.1050986233804871,0.5779357382163789,0.3199100366305269,0.9534361759650356,0.0973947686401743,8.998196212165677,0.6602589571096715,0.643387509099043,0.8463314306568733,1.0935265440921413,1.4556568364574234
2010-10-01,2010-10-04,XOM,Exxon Mobil,Stock,Train,1.206506044931986,0.3241891783827572,-0.7602208483173681,-0.0648249002733832,1.258894030094163,0.2460035882491017,1.4556568364574234,0.1050986233804871,0.5779357382163789,0.004202267695454,1.5848141790067232,0.0605177654314336,0.7313660943222074,0.7029638698154774,0.6077474624281477,1.1011758723585765,0.3149919927619998
2010-10-04,2010-10-05,XOM,Exxon Mobil,Stock,Train,-0.5612414745561841,1.206506044931986,0.3241891783827572,0.5656059022239133,-0.0162802175212387,0.4248944030814559,0.3149919927619998,1.4556568364574234,0.1050986233804871,0.3199100366305269,0.0002650454825388,0.1805352537699467,0.8144811528549508,0.6570511117318725,0.625044782831953,1.0903615416276846,2.9100668418063456
2010-10-05,2010-10-06,XOM,Exxon Mobil,Stock,Train,1.7058918024911034,-0.5612414745561841,1.206506044931986,-0.7602208483173681,-0.1463375237435343,-1.2636459243698186,2.9100668418063456,0.3149919927619998,1.4556568364574234,0.5779357382163789,0.0214146708553894,1.5968010221764533,1.075896080839866,0.8261269782407522,0.715587190473634,1.091093623555771,1.1431345471163763
2010-10-06,2010-10-07,XOM,Exxon Mobil,Stock,Train,1.0691747037394668,1.7058918024911034,-0.5612414745561841,0.3241891783827572,-0.4894233255813704,0.3297481947684696,1.1431345471163763,2.9100668418063456,0.3149919927619998,0.1050986233804871,0.2395351916231281,0.1087338719530646,0.8838357389127609,0.846313067862125,0.6646987141986798,1.0955520176495386,0.0198300503937982
2010-10-07,2010-10-08,XOM,Exxon Mobil,Stock,Train,-0.1408192117354668,1.0691747037394668,1.7058918024911034,1.206506044931986,0.9764405644815436,0.4926377588900996,0.0198300503937982,1.1431345471163763,2.9100668418063456,1.4556568364574234,0.9534361759650356,0.2426919614842599,0.9608122415657152,0.8122271671394692,0.670118445986145,1.095868314670922,0.6832819576805017
2010-10-08,2010-10-11,XOM,Exxon Mobil,Stock,Train,0.8266087089309558,-0.1408192117354668,1.0691747037394668,-0.5612414745561841,-0.0648249002733832,0.2453722176174454,0.6832819576805017,0.0198300503937982,1.1431345471163763,0.3149919927619998,0.004202267695454,0.060207525178503,0.9205640263654085,0.8023917936750558,0.6803731680742043,1.0991471490500253,0.0695557384967265
2010-10-11,2010-10-12,XOM,Exxon Mobil,Stock,Train,0.2637342194269196,0.8266087089309558,-0.1408192117354668,1.7058918024911034,0.5656059022239133,-0.3273422774151082,0.0695557384967265,0.6832819576805017,0.0198300503937982,2.9100668418063456,0.3199100366305269,0.1071529665833096,0.7161275497178122,0.7870462507497477,0.6803748081149144,1.0960082357005334,0.0538824975946566
