Date,Target_Date,Ticker,Asset,Role,Split,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag21,Squared_Return_Lag1,Squared_Return_Lag2,Squared_Return_Lag3,Squared_Return_Lag5,Squared_Return_Lag10,Squared_Return_Lag21,Rolling_Vol_5,Rolling_Vol_10,Rolling_Vol_21,Rolling_Vol_63,Target_Squared_Return
2010-09-28,2010-09-29,^GSPC,S&P 500,Benchmark,Train,0.4838660735848585,-0.5683553181933576,2.0972915547808246,-0.4837172794451643,0.353488380226877,-1.4828611113085737,0.2341263771664277,0.3230277677186727,4.398631865754969,0.2339824064338311,0.1249540349554212,2.1988770754312976,1.2035164844444342,0.9319946989922834,1.056294590122058,1.1558179408159566,0.0671386597319856
2010-09-29,2010-09-30,^GSPC,S&P 500,Benchmark,Train,-0.2591112883144724,0.4838660735848585,-0.5683553181933576,-0.8366240177841381,-0.036441005584664,0.0390718088492601,0.0671386597319856,0.2341263771664277,0.3230277677186727,0.6999397471332738,0.0013279468880215,0.0015266062467531,1.1784165264787723,0.9433679540133504,0.9807146328227475,1.1473501294159487,0.0953875013595085
2010-09-30,2010-10-01,^GSPC,S&P 500,Benchmark,Train,-0.3088486706455259,-0.2591112883144724,0.4838660735848585,2.0972915547808246,0.0826514114932464,2.9077736386750193,0.0953875013595085,0.0671386597319856,0.2341263771664277,4.398631865754969,0.0068312558218259,8.455147533773362,1.084066221196866,0.9539688050446428,0.9902966302694707,1.14724328701581,0.1941913144970106
2010-10-01,2010-10-04,^GSPC,S&P 500,Benchmark,Train,0.4406714359894575,-0.3088486706455259,-0.2591112883144724,-0.5683553181933576,1.5095287889557545,0.903985298673457,0.1941913144970106,0.0953875013595085,0.0671386597319856,0.3230277677186727,2.278677164686227,0.8171894202177392,0.47563159480459605,0.9580368985610599,0.8073089712298697,1.1448494922748633,0.6508272525858767
2010-10-04,2010-10-05,^GSPC,S&P 500,Benchmark,Train,-0.8067386519721716,0.4406714359894575,-0.3088486706455259,0.4838660735848585,-0.2567313120713856,1.3132393793160997,0.6508272525858767,0.1941913144970106,0.0953875013595085,0.2341263771664277,0.0659109665978952,1.7245976673865349,0.5479831434236064,0.8780239063888415,0.8274868896811371,1.1506299788666396,4.26287150287835
2010-10-05,2010-10-06,^GSPC,S&P 500,Benchmark,Train,2.064672250716406,-0.8067386519721716,0.4406714359894575,-0.2591112883144724,-0.4837172794451643,-1.1537491412768317,4.26287150287835,0.6508272525858767,0.1941913144970106,0.0671386597319856,0.2339824064338311,1.331137080997026,1.1196812686629252,1.0968516973688482,0.8917518876181193,1.1154363947666988,0.0045189379080813
2010-10-06,2010-10-07,^GSPC,S&P 500,Benchmark,Train,-0.0672230459595621,2.064672250716406,-0.8067386519721716,-0.3088486706455259,-0.8366240177841381,0.6418059490903166,0.0045189379080813,4.26287150287835,0.6508272525858767,0.0953875013595085,0.6999397471332738,0.4119148762877221,1.1020410193950105,1.0764695364639025,0.836889245968026,1.1110857020477267,0.0271549393307123
2010-10-07,2010-10-08,^GSPC,S&P 500,Benchmark,Train,-0.164787558179349,-0.0672230459595621,2.064672250716406,0.4406714359894575,2.0972915547808246,0.4820652058996721,0.0271549393307123,0.0045189379080813,4.26287150287835,0.1941913144970106,4.398631865754969,0.2323868627390933,1.0850557707359683,1.0225365902437409,0.8383588752450146,1.1090886289976971,0.3725409374467242
2010-10-08,2010-10-11,^GSPC,S&P 500,Benchmark,Train,0.6103613171284074,-0.164787558179349,-0.0672230459595621,-0.8067386519721716,-0.5683553181933576,0.4851545040690317,0.3725409374467242,0.0271549393307123,0.0045189379080813,0.6508272525858767,0.3230277677186727,0.2353748928184681,1.0934381898836987,0.8184581236276877,0.8406003342310968,1.1108351420923122,0.0002126530195164
2010-10-11,2010-10-12,^GSPC,S&P 500,Benchmark,Train,0.0145826273187111,0.6103613171284074,-0.164787558179349,2.064672250716406,0.4838660735848585,1.106912660314444,0.0002126530195164,0.3725409374467242,0.0271549393307123,4.26287150287835,0.2341263771664277,1.2252556375643997,0.929964236190873,0.7821613032002238,0.8404565814870872,1.0962519054426318,0.1452740772207969
